itm,v1,likely_electorate_likely_electorate,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,income_under_50k,income_50_100k,income_over_100k,x2024_vote_choice_biden,x2024_vote_choice_trump,x2024_vote_choice_oth,party_id_dem,party_id_rep,party_id_ind,party_id_leaners_dem,party_id_leaners_rep,x2020_vote_biden,x2020_vote_trump,x2020_vote_did_not_vote,na
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Education,1%,<.5%,2%,0%,3%,0%,2%,<1%,3%,2%,0%,<.5%,2%,<.5%,1%,1%,2%,1%,3%,0%,<1%,<1%,<.5%,2%,2%,<.5%,2%,0%,2%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Foreign policy,5%,5%,4%,5%,4%,4%,5%,5%,4%,2%,2%,4%,5%,5%,6%,4%,6%,3%,3%,5%,7%,3%,5%,5%,3%,5%,4%,5%,4%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Russia/the war in Ukraine,<.5%,<.5%,<.5%,0%,0%,0%,<1%,<.5%,<.5%,0%,0%,<.5%,<.5%,0%,<.5%,<1%,0%,<.5%,<.5%,0%,0%,<.5%,0%,<.5%,<.5%,0%,<.5%,<.5%,0%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] China,<.5%,<.5%,0%,0%,0%,<.5%,0%,<.5%,0%,0%,0%,<.5%,0%,<.5%,0%,0%,0%,<.5%,0%,<.5%,0%,0%,<.5%,0%,0%,<.5%,0%,<.5%,0%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Climate change,3%,3%,2%,4%,3%,3%,2%,3%,4%,1%,0%,4%,2%,6%,1%,2%,3%,3%,5%,<1%,0%,5%,<.5%,2%,5%,<.5%,5%,<1%,2%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Coronavirus,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] The state of democracy/corruption,8%,9%,7%,3%,7%,10%,8%,8%,5%,10%,10%,11%,6%,12%,5%,6%,7%,10%,10%,6%,7%,10%,6%,9%,10%,6%,10%,6%,5%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Election integrity,<.5%,<.5%,<.5%,0%,0%,<.5%,<.5%,<.5%,0%,1%,0%,<.5%,<.5%,<.5%,0%,0%,0%,<1%,<.5%,<.5%,0%,<.5%,0%,<.5%,<.5%,<.5%,<.5%,<.5%,0%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Equality/inequality,6%,4%,7%,9%,8%,3%,6%,5%,9%,10%,7%,6%,6%,4%,5%,8%,5%,4%,9%,2%,6%,8%,1%,8%,10%,2%,8%,1%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Polarization/division,7%,8%,6%,6%,8%,6%,8%,7%,10%,7%,12%,10%,4%,10%,3%,6%,4%,10%,11%,3%,6%,11%,3%,8%,10%,4%,10%,3%,6%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Racism/racial issues,1%,1%,1%,2%,1%,2%,1%,1%,5%,0%,0%,2%,<1%,2%,<1%,<.5%,3%,1%,2%,<.5%,<1%,2%,<1%,1%,3%,<.5%,2%,<.5%,<1%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Trump/Republicans,4%,4%,3%,0%,1%,3%,7%,4%,4%,2%,4%,6%,2%,5%,3%,3%,2%,4%,8%,0%,0%,8%,<1%,3%,7%,<.5%,8%,0%,<1%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Biden/Biden administration/Democrats,5%,6%,4%,<.5%,1%,8%,6%,6%,2%,1%,<1%,2%,7%,2%,9%,7%,5%,3%,1%,10%,1%,1%,11%,2%,1%,9%,1%,10%,3%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] The Middle East/Israel/Palestinians,1%,<.5%,2%,4%,1%,<.5%,<1%,<1%,<1%,2%,2%,2%,<1%,1%,<1%,1%,1%,1%,1%,<.5%,5%,<1%,0%,2%,2%,<.5%,2%,<.5%,2%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Other (specify),4%,5%,3%,4%,5%,4%,3%,5%,<.5%,1%,3%,3%,4%,4%,6%,3%,3%,5%,2%,4%,11%,2%,6%,3%,2%,5%,2%,6%,3%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don't know/Refused,5%,3%,6%,9%,4%,3%,5%,4%,7%,3%,4%,3%,6%,2%,6%,7%,3%,2%,6%,3%,9%,4%,2%,6%,5%,3%,5%,3%,6%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Do you approve or disapprove of the way Joe Biden is handling his job as president?FOLLOW UP:  Is that strongly or somewhat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Do you approve or disapprove of the way Joe Biden is handling his job as president?FOLLOW UP:  Is that strongly or somewhat?,Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Do you approve or disapprove of the way Joe Biden is handling his job as president?FOLLOW UP:  Is that strongly or somewhat?,Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Strongly approve,14%,12%,15%,3%,8%,13%,23%,14%,24%,8%,3%,19%,10%,20%,9%,16%,10%,16%,28%,<1%,<.5%,32%,<.5%,11%,28%,<1%,27%,2%,2%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Somewhat approve,25%,22%,28%,25%,32%,20%,27%,21%,50%,31%,25%,30%,23%,30%,15%,23%,30%,25%,49%,3%,13%,47%,6%,27%,46%,6%,46%,2%,22%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Somewhat disapprove,14%,15%,13%,27%,20%,11%,6%,13%,11%,16%,24%,14%,14%,13%,12%,14%,15%,14%,15%,12%,21%,12%,11%,17%,14%,12%,15%,7%,28%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Strongly disapprove,43%,46%,41%,40%,36%,52%,41%,49%,14%,37%,39%,33%,50%,34%,60%,45%,41%,42%,5%,83%,43%,6%,83%,40%,7%,80%,9%,88%,41%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don't know/Refused,4%,5%,3%,6%,3%,4%,2%,3%,2%,7%,8%,4%,4%,3%,3%,3%,4%,3%,3%,2%,23%,3%,<1%,5%,3%,1%,3%,1%,7%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",NET Approve,39%,34%,43%,28%,41%,33%,51%,35%,73%,39%,28%,49%,32%,50%,25%,39%,40%,41%,77%,3%,14%,79%,6%,38%,75%,7%,73%,4%,23%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",NET Disapprove,57%,61%,54%,67%,56%,63%,47%,62%,25%,54%,64%,48%,64%,47%,73%,58%,56%,56%,19%,95%,64%,18%,94%,57%,22%,92%,24%,95%,69%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of Donald Trump.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of Donald Trump.",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of Donald Trump.",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Very favorable,24%,27%,23%,16%,18%,30%,26%,28%,4%,25%,16%,12%,32%,13%,39%,29%,24%,21%,2%,52%,3%,2%,55%,14%,2%,49%,2%,55%,22%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Somewhat favorable,17%,19%,16%,24%,18%,18%,12%,19%,8%,17%,18%,17%,18%,17%,20%,17%,19%,16%,3%,34%,11%,6%,30%,17%,6%,29%,4%,32%,25%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Somewhat unfavorable,10%,11%,10%,15%,15%,9%,6%,8%,14%,14%,19%,11%,10%,8%,8%,11%,10%,9%,8%,10%,24%,5%,5%,19%,8%,11%,8%,8%,22%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Very unfavorable,45%,41%,49%,42%,47%,41%,52%,43%,68%,41%,47%,59%,36%,60%,31%,42%,46%,51%,86%,3%,46%,86%,10%,46%,83%,11%,85%,5%,26%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Have not heard of,<.5%,<.5%,0%,0%,<.5%,0%,0%,0%,<.5%,0%,0%,0%,<.5%,0%,0%,0%,0%,0%,0%,0%,<.5%,0%,0%,0%,0%,0%,0%,0%,<.5%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don't know/Refused,3%,2%,2%,4%,2%,<1%,3%,2%,6%,3%,<1%,2%,3%,1%,2%,<1%,<.5%,2%,1%,1%,16%,<.5%,<.5%,3%,1%,<.5%,1%,<.5%,5%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",NET Favorable,41%,46%,39%,40%,36%,48%,39%,47%,12%,43%,34%,29%,51%,31%,59%,46%,43%,37%,4%,86%,14%,8%,85%,31%,7%,78%,6%,87%,47%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",NET Unfavorable,56%,52%,59%,56%,62%,51%,58%,52%,82%,55%,65%,69%,47%,68%,39%,53%,57%,60%,95%,13%,69%,92%,15%,66%,91%,22%,93%,13%,48%,NA
