itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_maricopa_county,region_north_east,region_pima_county,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth
How satisfied are you with the way things are going in your life these days?,Would you consider yourself:,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,White,61%,64%,59%,45%,51%,66%,75%,98%,0%,0%,68%,58%,98%,98%,0%,0%,63%,53%,58%,68%,60%,64%,61%,56%,68%,50%,60%,69%,46%,53%
How satisfied are you with the way things are going in your life these days?,Hispanic or Latino,21%,16%,25%,36%,26%,15%,13%,0%,100%,0%,13%,25%,0%,0%,47%,63%,20%,24%,28%,11%,23%,17%,21%,27%,14%,26%,23%,13%,35%,28%
How satisfied are you with the way things are going in your life these days?,Black or African American,5%,6%,5%,6%,8%,4%,5%,0%,0%,37%,6%,5%,0%,0%,24%,12%,6%,6%,2%,8%,5%,6%,6%,6%,5%,7%,8%,5%,3%,5%
How satisfied are you with the way things are going in your life these days?,Asian,2%,3%,2%,3%,3%,2%,<1%,0%,0%,14%,5%,<1%,0%,0%,18%,1%,3%,0%,2%,0%,3%,2%,0%,3%,2%,0%,2%,2%,1%,2%
How satisfied are you with the way things are going in your life these days?,American Indian or Alaska Native,3%,3%,2%,3%,5%,3%,0%,0%,0%,18%,1%,4%,0%,0%,4%,9%,2%,9%,1%,<1%,2%,2%,5%,3%,3%,0%,2%,2%,10%,<1%
How satisfied are you with the way things are going in your life these days?,Middle Eastern or North African,<1%,1%,<.5%,1%,<1%,1%,0%,0%,0%,5%,<1%,<1%,0%,0%,2%,2%,<1%,0%,0%,3%,<1%,1%,0%,<1%,<1%,2%,0%,<1%,2%,1%
How satisfied are you with the way things are going in your life these days?,Native Hawaiian or Pacific Islander,<.5%,<.5%,0%,<1%,0%,<.5%,0%,0%,0%,1%,<.5%,<.5%,0%,0%,<1%,<.5%,<.5%,0%,0%,0%,0%,<1%,0%,<.5%,<.5%,0%,<.5%,<.5%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Some other race (specify),3%,4%,3%,2%,4%,4%,3%,2%,0%,11%,2%,4%,2%,2%,2%,5%,2%,5%,5%,5%,3%,4%,4%,3%,3%,8%,3%,4%,<1%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] More than one race,2%,2%,2%,2%,2%,2%,2%,0%,0%,13%,<.5%,3%,0%,0%,2%,7%,2%,0%,2%,2%,3%,<1%,2%,2%,1%,6%,2%,1%,2%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Refused,2%,<1%,2%,<.5%,<1%,2%,1%,0%,0%,0%,4%,<.5%,0%,0%,0%,0%,1%,2%,2%,1%,1%,2%,2%,<1%,2%,2%,<1%,2%,0%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,626,325,297,110,143,201,140,384,141,87,252,370,176,208,67,158,368,90,97,71,251,224,151,257,310,59,202,260,67,97
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,63%,21%,15%,36%,63%,25%,38%,10%,25%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,42%,10%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Democrat,27%,20%,33%,31%,17%,27%,35%,21%,39%,40%,26%,27%,26%,17%,30%,44%,28%,37%,23%,14%,29%,27%,23%,55%,4%,23%,63%,3%,22%,20%
How satisfied are you with the way things are going in your life these days?,Republican,29%,31%,28%,13%,28%,33%,30%,35%,17%,18%,32%,27%,34%,35%,27%,14%,26%,28%,26%,49%,27%,27%,35%,3%,56%,7%,3%,63%,0%,6%
How satisfied are you with the way things are going in your life these days?,Independent,37%,42%,32%,46%,43%,35%,32%,37%,37%,35%,37%,37%,36%,38%,39%,35%,39%,25%,44%,31%,35%,41%,35%,38%,35%,40%,32%,32%,52%,54%
How satisfied are you with the way things are going in your life these days?,Another party,4%,3%,4%,8%,7%,2%,0%,4%,<1%,6%,3%,4%,3%,5%,3%,2%,4%,3%,1%,3%,5%,4%,1%,3%,3%,9%,<1%,2%,18%,8%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,4%,3%,2%,5%,4%,2%,3%,6%,<1%,1%,5%,1%,4%,0%,5%,2%,7%,6%,3%,5%,<1%,5%,1%,2%,21%,1%,1%,7%,12%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Donald Trump,40%,46%,34%,13%,36%,49%,46%,48%,25%,22%,41%,39%,46%,50%,28%,22%,36%,36%,39%,67%,32%,39%,53%,<1%,77%,22%,<.5%,83%,18%,14%
How satisfied are you with the way things are going in your life these days?,Joe Biden,38%,32%,42%,24%,39%,36%,47%,35%,41%,46%,48%,32%,45%,28%,56%,37%,42%,32%,40%,22%,41%,39%,29%,77%,5%,33%,84%,2%,39%,37%
How satisfied are you with the way things are going in your life these days?,I did not vote,18%,17%,20%,60%,22%,11%,2%,13%,31%,27%,7%,25%,5%,18%,11%,37%,19%,26%,18%,9%,21%,18%,15%,19%,17%,26%,13%,14%,31%,37%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,1%,3%,<.5%,3%,3%,<1%,0%,1%,<.5%,3%,2%,<1%,2%,1%,4%,<1%,2%,0%,2%,2%,2%,1%,0%,<1%,<1%,7%,0%,0%,10%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,2%,3%,0%,<1%,3%,5%,3%,3%,<1%,2%,3%,3%,3%,0%,3%,3%,6%,1%,0%,3%,2%,3%,3%,<1%,12%,3%,<1%,2%,9%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Donald Trump,49%,55%,43%,33%,46%,55%,47%,55%,36%,30%,44%,53%,48%,61%,32%,36%,44%,49%,47%,74%,41%,47%,62%,<1%,93%,29%,<1%,96%,26%,22%
How satisfied are you with the way things are going in your life these days?,Joe Biden,46%,39%,53%,61%,50%,41%,48%,40%,59%,64%,51%,43%,47%,34%,63%,59%,51%,43%,49%,24%,52%,48%,34%,94%,6%,45%,96%,3%,57%,58%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,2%,3%,<.5%,6%,4%,<1%,0%,2%,<1%,5%,2%,1%,2%,1%,5%,<1%,2%,0%,2%,2%,3%,2%,0%,<1%,1%,10%,0%,0%,15%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,3%,4%,0%,<1%,3%,5%,3%,4%,1%,3%,4%,3%,3%,0%,4%,3%,9%,2%,0%,4%,3%,3%,4%,<1%,17%,3%,<1%,3%,14%
How satisfied are you with the way things are going in your life these days?,Number of respondents,418,222,192,39,85,155,115,289,70,49,206,210,149,140,49,68,251,56,59,52,163,150,105,178,202,38,151,183,32,52
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,8%,22%,32%,32%,69%,18%,12%,42%,58%,30%,39%,10%,19%,60%,12%,15%,13%,39%,35%,26%,42%,50%,8%,35%,46%,8%,12%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Some chance,3%,3%,2%,8%,3%,2%,<1%,1%,4%,6%,2%,3%,2%,1%,4%,6%,3%,4%,<1%,0%,2%,4%,3%,0%,2%,16%,0%,2%,2%,10%
How satisfied are you with the way things are going in your life these days?,Not really any chance,53%,60%,47%,37%,60%,60%,49%,58%,43%,46%,49%,56%,52%,61%,40%,46%,49%,56%,46%,81%,46%,52%,67%,0%,97%,67%,0%,97%,61%,39%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,1%,<.5%,0%,2%,3%,2%,2%,0%,2%,2%,2%,3%,3%,0%,2%,1%,4%,0%,2%,2%,2%,0%,1%,17%,0%,<1%,2%,11%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Joe Biden,42%,35%,49%,54%,37%,36%,48%,39%,50%,48%,46%,40%,44%,35%,53%,48%,45%,39%,49%,19%,50%,42%,29%,100%,0%,0%,100%,0%,36%,40%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
