itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dane,region_east_north,region_milwau_city,region_milwau_suburbs,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,White,83%,84%,82%,80%,76%,81%,94%,98%,0%,0%,86%,82%,99%,98%,0%,0%,82%,87%,44%,82%,95%,66%,82%,91%,80%,88%,69%,85%,91%,76%
How satisfied are you with the way things are going in your life these days?,Hispanic or Latino,3%,3%,4%,4%,6%,4%,<.5%,0%,0%,40%,2%,4%,0%,0%,15%,29%,2%,3%,5%,6%,1%,4%,6%,2%,2%,4%,3%,2%,3%,9%
How satisfied are you with the way things are going in your life these days?,Black or African American,5%,3%,7%,5%,4%,8%,2%,0%,100%,0%,3%,6%,0%,0%,29%,44%,7%,2%,35%,3%,0%,20%,2%,<1%,8%,<.5%,14%,5%,0%,11%
How satisfied are you with the way things are going in your life these days?,Asian,1%,1%,2%,5%,3%,<1%,0%,0%,0%,18%,1%,2%,0%,0%,11%,11%,2%,1%,7%,0%,0%,4%,0%,1%,2%,<.5%,4%,1%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,American Indian or Alaska Native,<.5%,<1%,<.5%,<1%,0%,0%,<.5%,0%,0%,6%,<1%,0%,0%,0%,5%,0%,<1%,<.5%,0%,0%,2%,<1%,0%,<1%,<.5%,<1%,0%,<1%,0%,0%
How satisfied are you with the way things are going in your life these days?,Middle Eastern or North African,<.5%,0%,0%,<1%,0%,0%,0%,0%,0%,1%,<.5%,0%,0%,0%,3%,0%,0%,0%,0%,<1%,0%,0%,<.5%,0%,0%,0%,1%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Native Hawaiian or Pacific Islander,1%,1%,1%,0%,6%,0%,0%,0%,0%,14%,2%,<1%,0%,0%,14%,6%,0%,1%,1%,3%,0%,<1%,3%,<.5%,2%,<.5%,<1%,2%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Some other race (specify),3%,3%,2%,1%,1%,4%,2%,2%,0%,12%,1%,3%,<1%,2%,6%,8%,3%,4%,5%,<.5%,<1%,3%,2%,3%,3%,2%,3%,2%,3%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] More than one race,<1%,<.5%,1%,1%,1%,<1%,<.5%,0%,0%,10%,2%,<.5%,0%,0%,17%,2%,3%,<.5%,3%,0%,0%,1%,1%,<.5%,1%,<.5%,0%,1%,<1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Refused,2%,2%,2%,2%,2%,1%,<1%,0%,0%,0%,3%,2%,0%,0%,0%,0%,<1%,2%,0%,5%,1%,0%,4%,2%,<1%,3%,4%,<.5%,3%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,614,301,309,74,117,195,215,530,27,42,275,335,239,288,28,40,69,277,58,113,97,134,164,316,305,266,43,262,228,47
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,53%,13%,20%,35%,29%,84%,5%,8%,35%,64%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,9%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Democrat,30%,25%,35%,37%,26%,29%,33%,31%,56%,19%,38%,26%,39%,26%,37%,31%,49%,26%,54%,24%,24%,46%,29%,24%,58%,4%,17%,62%,3%,15%
How satisfied are you with the way things are going in your life these days?,Republican,25%,27%,23%,18%,21%,30%,25%,27%,0%,19%,19%,28%,20%,31%,14%,12%,14%,31%,6%,27%,20%,15%,26%,28%,2%,52%,7%,2%,58%,9%
How satisfied are you with the way things are going in your life these days?,Independent,39%,41%,36%,36%,44%,37%,37%,37%,29%,46%,36%,40%,35%,38%,36%,44%,33%,36%,35%,44%,45%,34%,39%,40%,35%,39%,60%,32%,36%,57%
How satisfied are you with the way things are going in your life these days?,Another party,3%,5%,2%,6%,7%,1%,<1%,3%,0%,13%,4%,2%,3%,2%,13%,1%,0%,4%,1%,3%,6%,<.5%,3%,5%,3%,3%,9%,3%,1%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,2%,4%,3%,2%,3%,5%,3%,15%,4%,2%,4%,3%,3%,0%,11%,4%,3%,4%,2%,5%,5%,3%,3%,3%,3%,7%,2%,1%,12%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Donald Trump,41%,47%,36%,30%,32%,50%,42%,44%,22%,24%,31%,46%,34%,49%,8%,31%,23%,47%,20%,38%,49%,22%,37%,50%,5%,81%,26%,3%,84%,40%
How satisfied are you with the way things are going in your life these days?,Joe Biden,47%,40%,53%,44%,49%,39%,54%,47%,64%,49%,60%,39%,58%,40%,83%,38%,65%,41%,64%,47%,40%,61%,49%,40%,86%,9%,28%,93%,5%,37%
How satisfied are you with the way things are going in your life these days?,I did not vote,8%,9%,7%,21%,12%,7%,<1%,6%,15%,17%,4%,11%,4%,8%,3%,23%,8%,8%,12%,7%,8%,13%,7%,7%,7%,7%,24%,3%,8%,15%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,2%,2%,2%,4%,4%,2%,<1%,2%,0%,4%,2%,2%,2%,2%,3%,3%,2%,1%,0%,4%,2%,<1%,4%,1%,<1%,1%,14%,0%,<1%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,3%,<1%,3%,2%,3%,2%,0%,7%,3%,2%,2%,1%,3%,6%,2%,2%,4%,3%,1%,3%,3%,2%,2%,2%,8%,1%,1%,3%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Donald Trump,44%,52%,38%,38%,36%,54%,42%,47%,26%,28%,33%,51%,35%,53%,8%,40%,25%,51%,23%,41%,53%,26%,40%,54%,5%,87%,34%,3%,92%,47%
How satisfied are you with the way things are going in your life these days?,Joe Biden,51%,44%,56%,56%,56%,43%,54%,50%,74%,58%,63%,44%,60%,44%,86%,49%,71%,45%,73%,51%,44%,70%,53%,42%,92%,10%,37%,95%,6%,43%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,2%,2%,2%,5%,4%,2%,<1%,2%,0%,5%,2%,2%,2%,2%,3%,4%,2%,2%,0%,5%,2%,1%,4%,2%,<1%,1%,18%,0%,<1%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,2%,3%,1%,3%,2%,3%,2%,0%,8%,3%,3%,3%,1%,3%,7%,2%,3%,4%,3%,1%,3%,3%,2%,2%,2%,11%,1%,1%,4%
How satisfied are you with the way things are going in your life these days?,Number of respondents,497,237,258,49,92,166,182,436,17,34,245,249,216,218,24,26,57,221,44,98,77,104,135,258,259,214,24,226,182,37
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,45%,54%,12%,19%,35%,31%,86%,4%,8%,37%,61%,33%,53%,4%,7%,11%,46%,8%,19%,16%,20%,27%,53%,48%,46%,6%,40%,38%,9%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Some chance,3%,2%,3%,4%,6%,2%,1%,2%,5%,2%,3%,3%,3%,2%,0%,5%,0%,2%,3%,1%,8%,1%,1%,4%,0%,5%,9%,0%,4%,6%
How satisfied are you with the way things are going in your life these days?,Not really any chance,49%,56%,43%,42%,46%,57%,44%,51%,9%,46%,40%,54%,41%,57%,19%,36%,22%,60%,13%,49%,56%,23%,50%,59%,0%,95%,87%,0%,96%,62%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<1%,<1%,2%,<1%,0%,<1%,<.5%,3%,1%,1%,<.5%,1%,0%,3%,2%,3%,<.5%,2%,0%,0%,1%,0%,<1%,0%,<1%,3%,0%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Joe Biden,47%,42%,53%,52%,48%,41%,54%,46%,83%,50%,56%,43%,54%,42%,78%,57%,76%,37%,82%,50%,35%,74%,49%,36%,100%,0%,0%,100%,0%,33%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
