itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_clark_county,region_rural,region_washoe_county,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth,party_id_dem
How satisfied are you with the way things are going in your life these days?,Would you consider yourself:,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,White,51%,51%,51%,30%,49%,53%,67%,98%,0%,0%,62%,47%,99%,97%,0%,0%,44%,73%,68%,51%,43%,71%,51%,53%,45%,58%,58%,47%,30%,44%
How satisfied are you with the way things are going in your life these days?,Hispanic or Latino,21%,18%,25%,40%,23%,18%,13%,0%,98%,0%,11%,25%,0%,0%,33%,50%,24%,9%,18%,20%,28%,11%,23%,21%,16%,20%,19%,21%,27%,27%
How satisfied are you with the way things are going in your life these days?,Black or African American,9%,9%,9%,11%,6%,9%,7%,0%,0%,39%,7%,10%,0%,0%,21%,21%,12%,<1%,<1%,11%,10%,2%,13%,5%,13%,10%,3%,15%,17%,19%
How satisfied are you with the way things are going in your life these days?,Asian,3%,4%,2%,4%,4%,2%,3%,0%,0%,13%,7%,2%,0%,0%,20%,3%,3%,3%,<1%,3%,3%,3%,4%,2%,7%,2%,2%,2%,8%,3%
How satisfied are you with the way things are going in your life these days?,American Indian or Alaska Native,3%,3%,3%,4%,3%,3%,2%,0%,0%,12%,1%,3%,0%,0%,4%,7%,1%,7%,6%,2%,1%,7%,3%,3%,2%,3%,3%,3%,2%,2%
How satisfied are you with the way things are going in your life these days?,Middle Eastern or North African,1%,1%,<.5%,<.5%,1%,2%,0%,0%,0%,5%,<1%,1%,0%,0%,3%,3%,1%,0%,<1%,<1%,2%,0%,0%,2%,0%,0%,3%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Native Hawaiian or Pacific Islander,2%,3%,2%,2%,2%,3%,2%,0%,0%,10%,1%,2%,0%,0%,4%,5%,2%,1%,3%,3%,2%,2%,<.5%,4%,3%,0%,3%,4%,3%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Some other race (specify),3%,3%,3%,4%,3%,4%,2%,2%,2%,8%,3%,4%,<1%,3%,7%,4%,4%,3%,0%,3%,4%,2%,2%,4%,2%,1%,4%,3%,4%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] More than one race,3%,3%,3%,4%,6%,2%,1%,0%,0%,13%,3%,3%,0%,0%,8%,7%,3%,<1%,3%,4%,3%,<1%,3%,3%,7%,2%,2%,4%,5%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Refused,3%,3%,2%,1%,2%,4%,3%,0%,0%,0%,5%,2%,0%,0%,0%,0%,4%,2%,0%,3%,4%,1%,2%,3%,5%,2%,3%,1%,4%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,614,313,296,126,125,176,153,325,129,139,220,387,142,181,67,196,444,70,100,279,226,109,245,296,73,180,241,77,116,160
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,51%,48%,18%,25%,29%,23%,52%,22%,23%,29%,69%,18%,34%,10%,34%,72%,11%,16%,44%,38%,18%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Democrat,25%,18%,33%,25%,20%,21%,36%,21%,31%,30%,32%,21%,29%,16%,38%,28%,26%,14%,27%,25%,33%,9%,56%,4%,14%,64%,3%,13%,24%,100%
How satisfied are you with the way things are going in your life these days?,Republican,26%,27%,27%,8%,16%,36%,39%,37%,19%,10%,21%,29%,28%,42%,11%,16%,25%,42%,23%,25%,23%,36%,5%,46%,12%,6%,54%,13%,5%,0%
How satisfied are you with the way things are going in your life these days?,Independent,39%,44%,33%,53%,51%,35%,20%,33%,42%,47%,36%,39%,31%,34%,46%,43%,39%,36%,40%,41%,32%,47%,32%,42%,47%,25%,36%,63%,48%,0%
How satisfied are you with the way things are going in your life these days?,Another party,5%,6%,5%,9%,10%,3%,<.5%,5%,5%,6%,5%,6%,7%,5%,3%,7%,5%,6%,5%,4%,7%,6%,4%,5%,12%,1%,5%,6%,12%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,5%,5%,3%,5%,4%,5%,5%,4%,3%,7%,5%,4%,6%,3%,2%,6%,5%,2%,5%,5%,6%,2%,3%,3%,15%,4%,2%,6%,9%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Donald Trump,34%,37%,31%,15%,29%,46%,40%,50%,17%,14%,29%,37%,39%,55%,14%,16%,31%,52%,38%,33%,28%,49%,0%,66%,11%,0%,71%,26%,8%,<1%
How satisfied are you with the way things are going in your life these days?,Joe Biden,34%,32%,37%,16%,37%,32%,47%,36%,35%,32%,52%,27%,50%,28%,55%,26%,35%,31%,36%,37%,35%,27%,73%,7%,26%,82%,6%,17%,37%,78%
How satisfied are you with the way things are going in your life these days?,I did not vote,28%,27%,28%,67%,30%,19%,7%,12%,44%,49%,14%,34%,7%,16%,22%,54%,31%,14%,23%,27%,35%,19%,25%,25%,49%,16%,21%,52%,45%,19%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,<1%,1%,<1%,1%,2%,<.5%,<1%,<.5%,<1%,2%,2%,<1%,1%,0%,3%,1%,<1%,0%,3%,<1%,1%,<1%,<1%,<.5%,3%,<.5%,<.5%,4%,1%,<1%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,3%,<1%,2%,2%,5%,2%,4%,3%,4%,2%,3%,<1%,5%,3%,3%,3%,<1%,3%,1%,4%,1%,1%,11%,1%,1%,<1%,7%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Donald Trump,48%,51%,44%,46%,42%,57%,43%,57%,30%,27%,34%,56%,42%,66%,18%,35%,45%,61%,49%,45%,43%,61%,0%,88%,21%,0%,90%,54%,15%,<1%
How satisfied are you with the way things are going in your life these days?,Joe Biden,48%,44%,51%,49%,53%,40%,51%,41%,61%,62%,60%,40%,53%,33%,71%,56%,50%,36%,46%,51%,53%,34%,97%,10%,51%,98%,8%,36%,69%,96%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,1%,2%,<1%,3%,2%,<1%,<1%,<1%,2%,4%,2%,<1%,1%,0%,4%,3%,1%,0%,3%,<1%,2%,1%,1%,<1%,7%,<1%,<.5%,8%,3%,<1%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,3%,4%,2%,2%,2%,6%,2%,7%,6%,4%,3%,3%,<1%,7%,7%,4%,3%,<1%,4%,2%,5%,1%,2%,21%,1%,2%,2%,13%,3%
How satisfied are you with the way things are going in your life these days?,Number of respondents,383,194,187,39,79,130,116,253,58,63,163,217,116,135,43,77,262,54,67,181,123,79,162,192,29,133,165,33,52,111
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,47%,8%,24%,32%,30%,66%,16%,16%,35%,63%,23%,41%,11%,21%,69%,13%,18%,45%,34%,21%,39%,52%,9%,32%,46%,8%,14%,28%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Some chance,5%,5%,5%,15%,3%,3%,2%,3%,9%,6%,5%,5%,3%,2%,8%,8%,5%,1%,6%,4%,6%,3%,0%,6%,15%,0%,3%,7%,14%,5%
How satisfied are you with the way things are going in your life these days?,Not really any chance,56%,61%,51%,44%,60%,64%,49%,60%,46%,55%,46%,60%,46%,67%,48%,51%,53%,66%,60%,55%,50%,69%,0%,93%,77%,0%,95%,63%,46%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,<1%,3%,0%,1%,3%,1%,<1%,2%,4%,2%,2%,3%,0%,<1%,3%,2%,2%,<1%,2%,2%,1%,0%,2%,8%,0%,2%,0%,5%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Joe Biden,38%,34%,42%,41%,35%,30%,47%,37%,44%,35%,47%,33%,48%,30%,43%,38%,40%,31%,33%,39%,42%,26%,100%,0%,0%,100%,0%,31%,34%,85%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
