itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dekalb_fulton,region_inner_atlanta_suburbs,region_north,region_outer_atlanta_suburbs,region_south,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.,Note: Responses to questions after this point are reported only for respondents who completed the entire questionnaire.
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Democrat,30%,24%,36%,23%,21%,33%,40%,13%,64%,29%,30%,29%,11%,14%,56%,50%,35%,34%,21%,25%,34%,36%,34%,22%,64%,5%,16%,72%,5%,19%
How satisfied are you with the way things are going in your life these days?,Republican,28%,29%,28%,17%,17%,36%,41%,45%,2%,18%,24%,31%,36%,49%,10%,6%,18%,14%,50%,31%,27%,14%,21%,41%,2%,54%,7%,2%,62%,14%
How satisfied are you with the way things are going in your life these days?,Independent,31%,40%,22%,43%,46%,21%,17%,33%,25%,33%,36%,29%,42%,27%,25%,30%,36%,43%,15%,36%,26%,27%,36%,26%,30%,30%,39%,23%,23%,55%
How satisfied are you with the way things are going in your life these days?,Another party,3%,4%,3%,3%,8%,2%,0%,4%,2%,4%,3%,4%,4%,3%,2%,3%,3%,<1%,<.5%,4%,8%,10%,2%,3%,<1%,3%,12%,<1%,3%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,8%,4%,11%,14%,8%,7%,2%,6%,7%,16%,7%,8%,6%,6%,7%,10%,9%,8%,14%,4%,5%,13%,6%,8%,3%,7%,26%,2%,7%,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Donald Trump,35%,41%,30%,15%,27%,44%,50%,54%,5%,28%,33%,37%,48%,57%,14%,12%,16%,26%,48%,43%,39%,20%,30%,46%,2%,68%,12%,2%,74%,19%
How satisfied are you with the way things are going in your life these days?,Joe Biden,39%,35%,42%,32%,34%,46%,38%,21%,74%,39%,49%,33%,31%,16%,74%,57%,57%,49%,23%,33%,34%,47%,46%,27%,83%,7%,22%,91%,5%,36%
How satisfied are you with the way things are going in your life these days?,I did not vote,21%,17%,25%,46%,29%,8%,8%,17%,21%,31%,13%,25%,13%,20%,11%,30%,24%,21%,18%,21%,21%,27%,20%,20%,11%,21%,50%,7%,19%,34%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,2%,2%,2%,3%,6%,0%,1%,3%,0%,0%,4%,1%,6%,2%,0%,0%,1%,1%,3%,2%,3%,5%,1%,2%,2%,1%,5%,0%,<.5%,8%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,5%,2%,5%,4%,2%,3%,4%,<.5%,3%,2%,4%,3%,5%,<1%,2%,1%,3%,8%,2%,2%,1%,3%,4%,1%,3%,11%,<.5%,2%,4%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Donald Trump,44%,49%,39%,28%,38%,48%,55%,65%,6%,40%,37%,49%,55%,71%,16%,16%,22%,33%,58%,54%,50%,27%,37%,58%,2%,86%,23%,2%,92%,28%
How satisfied are you with the way things are going in your life these days?,Joe Biden,49%,42%,56%,58%,48%,50%,41%,26%,94%,56%,56%,44%,35%,20%,84%,81%,75%,61%,28%,42%,43%,65%,58%,34%,94%,9%,44%,98%,6%,54%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,3%,3%,3%,5%,8%,0%,1%,4%,0%,0%,4%,2%,7%,3%,0%,0%,1%,2%,4%,2%,4%,7%,2%,3%,3%,1%,11%,0%,<1%,12%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,6%,2%,9%,6%,2%,3%,5%,<.5%,4%,3%,5%,3%,7%,<1%,2%,2%,4%,10%,2%,3%,2%,3%,6%,1%,4%,22%,<.5%,2%,6%
How satisfied are you with the way things are going in your life these days?,Number of respondents,365,172,188,75,85,124,70,211,99,47,198,165,107,103,84,61,65,68,68,80,84,40,188,137,164,171,30,139,143,32
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,51%,48%,13%,22%,37%,25%,58%,28%,12%,39%,60%,21%,37%,17%,23%,17%,18%,18%,22%,26%,10%,51%,40%,44%,49%,8%,38%,41%,7%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Some chance,6%,5%,6%,7%,4%,6%,5%,2%,10%,8%,8%,4%,5%,1%,12%,9%,5%,9%,5%,5%,4%,3%,8%,3%,0%,5%,27%,0%,3%,15%
How satisfied are you with the way things are going in your life these days?,Not really any chance,51%,57%,46%,55%,54%,51%,47%,69%,17%,52%,40%,59%,59%,75%,17%,36%,33%,46%,61%,62%,52%,50%,45%,60%,0%,92%,53%,0%,94%,45%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,3%,5%,5%,1%,<1%,10%,4%,3%,5%,3%,3%,1%,5%,4%,1%,3%,<1%,9%,<1%,6%,0%,2%,8%,0%,3%,20%,0%,3%,8%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Joe Biden,39%,35%,43%,33%,41%,42%,37%,25%,69%,34%,49%,33%,36%,19%,68%,54%,59%,44%,25%,32%,37%,48%,46%,28%,100%,0%,0%,100%,0%,32%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Some chance,6%,7%,6%,11%,11%,3%,1%,6%,5%,13%,6%,7%,5%,6%,7%,8%,8%,4%,5%,8%,7%,5%,6%,7%,8%,0%,29%,8%,0%,8%
How satisfied are you with the way things are going in your life these days?,Not really any chance,42%,36%,48%,34%,45%,48%,36%,27%,74%,34%,51%,37%,34%,23%,72%,56%,64%,51%,23%,33%,41%,61%,47%,30%,89%,0%,58%,90%,0%,38%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,1%,4%,4%,0%,1%,7%,<.5%,5%,7%,2%,3%,0%,<.5%,2%,5%,3%,1%,6%,<1%,4%,0%,2%,5%,4%,0%,13%,2%,0%,7%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Donald Trump,49%,56%,42%,50%,44%,48%,56%,67%,16%,46%,42%,54%,61%,71%,19%,30%,26%,44%,66%,58%,48%,34%,45%,58%,0%,100%,0%,0%,100%,48%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's policies,26%,23%,30%,22%,20%,34%,25%,25%,33%,17%,22%,29%,20%,29%,26%,30%,18%,15%,26%,27%,38%,34%,24%,27%,26%,26%,25%,27%,25%,34%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's policies,3%,4%,1%,0%,4%,3%,3%,1%,7%,0%,3%,2%,3%,<1%,5%,5%,3%,3%,0%,1%,5%,8%,2%,2%,5%,1%,0%,5%,1%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's character/competence,18%,20%,16%,13%,13%,17%,30%,20%,10%,25%,14%,20%,13%,23%,13%,15%,21%,15%,21%,22%,12%,3%,22%,17%,17%,18%,32%,16%,18%,26%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's character/competence,22%,22%,20%,15%,32%,21%,14%,23%,26%,9%,31%,16%,34%,16%,29%,16%,33%,25%,20%,16%,18%,32%,22%,18%,30%,15%,23%,29%,14%,24%
