itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_detroit,region_detroit_metro,region_east,region_north,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Democrat,27%,21%,32%,13%,26%,27%,36%,22%,50%,42%,34%,23%,29%,17%,57%,42%,50%,24%,29%,17%,29%,47%,29%,18%,62%,2%,2%,64%,1%,20%
How satisfied are you with the way things are going in your life these days?,Republican,26%,27%,27%,19%,24%,29%,31%,32%,2%,15%,18%,31%,20%,38%,7%,8%,2%,23%,27%,40%,28%,10%,22%,38%,<1%,53%,3%,<1%,61%,9%
How satisfied are you with the way things are going in your life these days?,Independent,36%,40%,33%,54%,33%,33%,32%,38%,38%,26%,35%,37%,38%,37%,26%,34%,38%,39%,34%,32%,38%,34%,37%,36%,33%,33%,70%,31%,27%,60%
How satisfied are you with the way things are going in your life these days?,Another party,4%,5%,3%,5%,6%,5%,<.5%,4%,4%,3%,2%,4%,2%,5%,1%,5%,1%,4%,3%,6%,4%,<1%,3%,6%,2%,6%,2%,2%,5%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,7%,8%,6%,9%,11%,6%,<1%,5%,7%,15%,11%,5%,10%,3%,8%,11%,8%,10%,7%,4%,1%,8%,9%,4%,3%,7%,23%,3%,6%,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Donald Trump,34%,40%,30%,22%,30%,42%,37%,42%,6%,16%,29%,38%,33%,46%,9%,11%,8%,34%,31%,51%,36%,14%,29%,48%,1%,68%,7%,1%,77%,18%
How satisfied are you with the way things are going in your life these days?,Joe Biden,40%,32%,49%,25%,41%,41%,50%,36%,61%,42%,60%,31%,54%,28%,81%,40%,62%,40%,39%,27%,50%,59%,46%,27%,85%,5%,27%,91%,3%,27%
How satisfied are you with the way things are going in your life these days?,I did not vote,20%,22%,19%,51%,23%,15%,8%,18%,28%,36%,6%,27%,8%,22%,0%,45%,27%,20%,23%,19%,13%,23%,19%,21%,10%,25%,43%,6%,18%,51%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,2%,2%,1%,<.5%,3%,2%,1%,2%,<1%,0%,2%,2%,2%,2%,1%,0%,0%,<1%,3%,3%,<1%,<1%,<1%,3%,2%,<1%,4%,<1%,1%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,4%,2%,1%,3%,<1%,4%,2%,5%,6%,3%,2%,2%,<1%,9%,4%,3%,5%,4%,<.5%,<.5%,3%,5%,2%,2%,2%,19%,1%,1%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(Excluding “I did not vote”) Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Donald Trump,43%,51%,37%,46%,39%,49%,40%,50%,8%,24%,31%,52%,36%,60%,9%,19%,11%,43%,40%,63%,41%,19%,36%,61%,1%,90%,11%,2%,94%,37%
How satisfied are you with the way things are going in your life these days?,Joe Biden,51%,41%,60%,50%,53%,48%,55%,44%,84%,66%,64%,43%,59%,36%,81%,73%,85%,49%,51%,33%,58%,77%,57%,33%,94%,7%,48%,96%,3%,55%
How satisfied are you with the way things are going in your life these days?,[VOL] Someone else,2%,3%,2%,1%,4%,2%,1%,3%,<1%,0%,2%,2%,2%,3%,1%,0%,0%,<1%,4%,3%,<1%,1%,1%,4%,2%,1%,8%,<1%,1%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,5%,2%,3%,4%,<1%,4%,3%,7%,10%,3%,3%,2%,1%,9%,8%,4%,7%,5%,<1%,<1%,3%,6%,2%,2%,2%,33%,1%,1%,3%
How satisfied are you with the way things are going in your life these days?,Number of respondents,438,230,205,43,120,144,114,343,53,28,223,212,178,163,38,43,24,147,137,63,67,54,228,156,210,197,31,186,171,30
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,10%,23%,33%,29%,77%,11%,9%,37%,62%,27%,48%,8%,11%,6%,33%,31%,16%,15%,12%,50%,38%,47%,46%,6%,42%,41%,6%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If not supporting Biden) Would you say there’s some chance you will support Joe Biden or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Some chance,5%,4%,6%,10%,6%,3%,0%,3%,12%,9%,6%,4%,4%,3%,15%,9%,9%,6%,2%,7%,5%,5%,5%,4%,0%,5%,24%,0%,3%,5%
How satisfied are you with the way things are going in your life these days?,Not really any chance,52%,64%,41%,58%,54%,54%,46%,57%,26%,48%,38%,60%,43%,65%,14%,45%,20%,55%,50%,67%,51%,27%,48%,66%,0%,94%,67%,0%,96%,68%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,1%,<.5%,3%,<1%,1%,1%,0%,0%,1%,1%,2%,1%,0%,0%,0%,2%,2%,0%,<1%,0%,1%,2%,0%,<1%,9%,0%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Joe Biden,42%,31%,52%,31%,37%,42%,52%,38%,62%,44%,55%,35%,52%,31%,71%,46%,71%,38%,47%,26%,43%,68%,45%,29%,100%,0%,0%,100%,0%,28%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Some chance,4%,4%,4%,5%,4%,4%,3%,3%,6%,8%,5%,4%,4%,3%,7%,7%,6%,5%,3%,4%,3%,4%,4%,4%,4%,0%,24%,3%,0%,15%
How satisfied are you with the way things are going in your life these days?,Not really any chance,45%,36%,54%,33%,45%,44%,55%,42%,64%,50%,61%,37%,56%,34%,82%,48%,66%,43%,52%,28%,46%,68%,51%,31%,95%,0%,64%,97%,0%,42%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,2%,<1%,2%,2%,<1%,0%,1%,2%,0%,2%,<1%,3%,<.5%,0%,2%,4%,3%,<1%,0%,0%,2%,2%,<.5%,<1%,0%,11%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Donald Trump,49%,58%,41%,60%,49%,51%,42%,54%,28%,42%,32%,58%,37%,63%,10%,44%,23%,49%,44%,67%,52%,25%,43%,65%,0%,100%,0%,0%,100%,43%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's policies,30%,30%,29%,29%,25%,32%,30%,31%,19%,34%,20%,33%,21%,34%,20%,29%,24%,28%,34%,39%,16%,28%,28%,32%,28%,32%,15%,26%,32%,34%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's policies,5%,6%,3%,8%,6%,3%,4%,5%,4%,6%,3%,5%,3%,6%,3%,6%,3%,4%,7%,3%,3%,2%,4%,6%,5%,5%,3%,4%,4%,8%
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's character/competence,18%,13%,22%,13%,15%,15%,27%,18%,14%,24%,15%,19%,17%,18%,9%,23%,10%,19%,19%,12%,20%,17%,18%,18%,18%,16%,30%,18%,17%,22%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's character/competence,18%,19%,17%,16%,23%,19%,14%,17%,23%,13%,30%,13%,28%,12%,34%,11%,15%,19%,16%,10%,29%,20%,22%,12%,27%,9%,33%,28%,6%,30%
How satisfied are you with the way things are going in your life these days?,[VOL] Voting to support a political party,6%,4%,8%,10%,3%,9%,4%,7%,9%,0%,6%,6%,7%,7%,4%,4%,9%,6%,2%,8%,14%,5%,5%,8%,7%,5%,14%,7%,5%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] The economy (including jobs and the stock market),11%,14%,9%,11%,13%,13%,8%,12%,4%,12%,13%,10%,11%,13%,16%,4%,13%,10%,10%,20%,6%,8%,9%,15%,3%,19%,0%,4%,21%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Inflation/the cost of living,2%,4%,0%,7%,1%,1%,0%,1%,3%,3%,1%,2%,1%,1%,0%,5%,5%,3%,0%,0%,3%,2%,2%,1%,0%,4%,0%,0%,4%,0%
