QTag,Question Text,Internal/External
WP10457,"For each of the following groups, do you think they would get more advantages, as many advantages as disadvantages or more disadvantages from this country becoming a member of the European Union? Office workers in the private sector",External
WP10458,"For each of the following groups, do you think they would get more advantages, as many advantages as disadvantages or more disadvantages from this country becoming a member of the European Union? Managers in the private sector",External
WP10492,"Is it very important to you for Muslim societies and Western societies to get along, or is this something that is not very important to you?",External
WP10493,"Do you believe Muslim societies RESPECT Western societies, or do you believe Muslim societies DO NOT RESPECT Western societies?",External
WP10494,"Do you believe Western societies RESPECT Muslim societies, or do you believe Western societies DO NOT RESPECT Muslim societies?",External
WP10495,Do you believe that greater interaction between Muslim and Western societies is more of a threat or more of a benefit?,External
WP10496,"Do you believe Muslim and Western Societies CAN live together without conflict, or do you believe they CANNOT live together without conflict?",External
WP10497,Some people say that there ARE extreme tensions between Muslim and Western societies; others say there ARE NOT extreme tensions between Muslim and Western societies. Which comes closer to your point of view?,External
WP10498,"In your opinion, what is the most important thing Western societies could do in order to improve relations with Muslim societies?",External
WP10499,"In your opinion, what is the most important thing Muslim societies could do in order to improve relations with Western societies?",External
WP105,Is the city or area where you live a good place or not a good place to live for gay or lesbian people?,External
WP10500,"Would you support or not support a two-state solution to end the Palestinian-Israeli conflict? By  two-state  solution, we mean an independent Palestinian State alongside the State of Israel.",External
WP10501,Please tell me why you would not support the two-state solution.(asked only of those who do not support the two-state solution),External
WP10502,"Below is a list of possible actions that the United States could take. For each one, I am interested in knowing if this action would very significantly improve your opinion of the United States. Promote greater economic development and job creation in this country",External
WP10503,"Below is a list of possible actions that the United States could take. For each one, I am interested in knowing if this action would very significantly improve your opinion of the United States.  Support the right of Muslim societies to elect their own governments as they see fit",External
WP10504,"Below is a list of possible actions that the United States could take. For each one, I am interested in knowing if this action would very significantly improve your opinion of the United States. Withdraw U.S. forces from Afghanistan",External
WP10505,"Below is a list of possible actions that the United States could take. For each one, I am interested in knowing if this action would very significantly improve your opinion of the United States.  Withdraw U.S. forces from Iraq",External
WP10506,"Below is a list of possible actions that the United States could take. For each one, I am interested in knowing if this action would very significantly improve your opinion of the United States.  Pressure Israel to stop the expansion of Israeli settlements in the West Bank",External
WP10507,Do you agree or disagree with the following statement? Boys and girls in this country should have equal access to the same level of education.,External
WP10508,Please tell me the most important reason why?  (asked only of those who wear a headscarf),External
WP10509,Please tell me the most important reason why not? (asked only of those who do not wear a headscarf),External
WP10510,"What role, if any, should religious leaders have in writing national laws? ",External
WP10511,"Some people say terrorist attacks are motivated primarily by religious beliefs, while others say they are primarily motivated by political issues. Which comes closer to your view?",External
WP10514,Do you believe that the people responsible for post-Election violence will be prosecuted?,External
WP10515,Do you personally believe that there will be a repeat of the post-election violence after the next elections in 2012?,External
WP10516,"Now thinking about IDPs, do you believe they should move back to where they used to live before the post-election violence, or should they move to another part of Kenya?",External
WP10517,Do you agree or disagree with the relocation of the Mau Forest residents?,External
WP10522,Are you aware of Operation Epervier?,External
WP10523,Do you think Operation Epervier is a good or bad idea?,External
WP10524,In your opinion what should be the sanction for anyone convicted from Operation Epervier?,External
WP10525,Some people say that the motivation behind Operation Epervier is a way of removing potential candidates for the next Presidential Elections.  Do you agree or disagree?,External
WP10529,What is the most important change that would need to occur for you to decide to stay? (asked only of those who would like to move permanently to another country),External
WP10530,Would you rather have a job working for the government or working for a business?,External
WP10531,"Using a five-point scale, where 5 means  strongly agree  and 1 means  strongly disagree,  how much do you agree or disagree with the following statements? Because of my faith, I have forgiven people who have hurt me deeply.",External
WP10532,"Using a five-point scale, where 5 means  strongly agree  and 1 means  strongly disagree,  how much do you agree or disagree with the following statements? Every day, I spend time in deep reflection on the teachings of my faith.",External
WP10533,"Using a five-point scale, where 5 means  strongly agree  and 1 means  strongly disagree,  how much do you agree or disagree with the following statements? My faith is involved in every aspect of my life.",External
WP10536,What is the primary reason you plan to start a business? (asked only of those who plan to start their own business),External
WP10579,"Using these cards, please rank the order of these three items. Which one do you feel the closest to? And the second closest? And the third closest? (First choice)",External
WP10580,"Using these cards, please rank the order of these three items. Which one do you feel the closest to? And the second closest? And the third closest? (Second choice)",External
WP10581,"Using these cards, please rank the order of these three items. Which one do you feel the closest to? And the second closest? And the third closest? (Third choice)",External
WP10582,Are you willing to permit people from the following groups to live in your neighbourhood? Foreigners,External
WP10583,Are you willing to permit people from the following groups to live in your neighbourhood? Christians,External
WP10584,Are you willing to permit people from the following groups to live in your neighbourhood? Jewish,External
WP10585,Are you willing to permit people from the following groups to live in your neighbourhood? Kurdish,External
WP10586,Are you willing to permit people from the following groups to live in your neighbourhood? Roma,External
WP10587,Are you willing to permit people from the following groups to live in your neighbourhood? Homosexual people,External
